t_s,mad,rel_pct_of_level,mean_level,p99_abs_diff,pct_pixels_changed
0.0333,1.3593,0.7263,187.14,36.00,4.55
0.0667,1.0475,0.5583,187.62,26.00,4.83
0.1000,1.4058,0.7472,188.14,33.00,5.63
0.1333,1.4844,0.7871,188.58,35.00,5.15
0.1667,1.3401,0.7096,188.85,31.00,4.94
0.2000,0.9519,0.5035,189.04,21.00,4.18
0.2333,0.5364,0.2835,189.21,12.00,2.72
0.2667,0.8573,0.4527,189.38,20.00,3.47
0.3000,1.0284,0.5427,189.49,26.00,3.88
0.3333,1.1640,0.6136,189.69,25.00,5.21
0.3667,0.6773,0.3565,189.99,16.00,3.61
0.4000,0.4286,0.2254,190.19,9.00,2.25
0.4333,0.6419,0.3373,190.28,16.00,2.95
0.4667,0.7750,0.4072,190.33,16.00,3.35
0.5000,0.6540,0.3435,190.40,13.00,2.89
0.5333,0.4660,0.2446,190.52,12.00,2.06
0.5667,0.5685,0.2981,190.73,13.00,3.16
0.6000,0.7272,0.3807,191.02,16.00,3.68
0.6333,0.5909,0.3090,191.26,12.00,2.85
0.6667,0.5401,0.2822,191.41,11.00,2.41
0.7000,0.4641,0.2423,191.55,10.00,2.21
0.7333,0.5452,0.2845,191.66,10.00,2.54
0.7667,0.5889,0.3070,191.81,14.00,2.68
0.8000,0.6130,0.3193,191.99,12.00,2.60
0.8333,1.4950,0.7763,192.57,29.00,3.21
0.8667,2.1510,1.1098,193.82,52.00,4.59
0.9000,4.3308,2.2118,195.81,170.00,10.38
0.9333,19.4183,9.3993,206.59,208.00,19.91
0.9667,9.8426,4.4546,220.95,77.00,15.06
1.0000,0.4079,0.1807,225.72,6.00,1.86
1.0333,0.4299,0.1905,225.67,7.00,2.24
1.0667,0.4570,0.2026,225.63,8.00,2.43
1.1000,0.4426,0.1962,225.58,8.00,2.18
1.1333,0.5076,0.2251,225.53,9.00,2.22
1.1667,0.6003,0.2662,225.48,10.00,3.07
1.2000,0.6247,0.2771,225.46,12.00,2.44
1.2333,0.7552,0.3350,225.44,12.00,3.10
1.2667,0.8349,0.3704,225.42,14.00,3.10
1.3000,0.9474,0.4203,225.42,15.01,3.42
1.3333,0.9968,0.4422,225.42,17.00,3.18
1.3667,1.1181,0.4960,225.43,18.00,3.45
1.4000,1.1836,0.5250,225.44,20.00,3.48
1.4333,1.2077,0.5357,225.44,21.00,3.46
1.4667,1.2117,0.5374,225.47,23.00,3.57
1.5000,1.1424,0.5066,225.49,22.00,3.13
1.5333,1.2552,0.5567,225.47,24.00,4.37
1.5667,1.2989,0.5763,225.38,33.00,3.98
1.6000,1.5276,0.6783,225.20,34.01,5.23
1.6333,1.5547,0.6910,224.99,40.00,5.09
1.6667,1.6098,0.7160,224.84,43.00,5.26
1.7000,1.8087,0.8049,224.71,52.00,5.24
1.7333,2.0772,0.9249,224.59,61.00,5.93
1.7667,2.2991,1.0246,224.39,63.01,6.79
1.8000,2.3724,1.0585,224.12,63.00,6.88
1.8333,2.4275,1.0840,223.94,67.00,6.14
1.8667,2.5773,1.1512,223.87,71.00,6.45
1.9000,2.7753,1.2401,223.81,82.00,5.77
1.9333,3.0177,1.3487,223.74,94.00,6.25
1.9667,3.0823,1.3777,223.72,103.00,5.59
2.0000,3.0932,1.3825,223.74,103.00,5.81
2.0333,3.0139,1.3472,223.72,101.00,5.44
2.0667,2.9737,1.3296,223.66,103.00,5.68
2.1000,2.8042,1.2539,223.65,98.00,5.07
2.1333,2.7315,1.2214,223.64,94.00,5.10
2.1667,2.6082,1.1663,223.63,92.00,4.94
2.2000,2.5512,1.1411,223.59,88.00,5.35
2.2333,2.4069,1.0766,223.56,85.00,4.75
2.2667,2.2774,1.0187,223.56,79.00,4.78
2.3000,2.1886,0.9790,223.54,75.01,4.66
2.3333,2.1021,0.9405,223.50,71.00,4.67
2.3667,1.9657,0.8795,223.49,66.00,4.66
2.4000,1.8835,0.8427,223.52,64.00,4.50
2.4333,1.7783,0.7957,223.50,62.00,4.63
2.4667,1.7185,0.7691,223.45,56.00,4.46
2.5000,1.6075,0.7194,223.45,55.00,4.35
2.5333,1.5069,0.6743,223.47,52.00,4.47
2.5667,1.4293,0.6397,223.44,48.00,4.34
2.6000,1.4426,0.6458,223.39,47.00,4.34
2.6333,1.3173,0.5897,223.39,44.00,4.17
2.6667,1.2256,0.5486,223.40,40.00,4.42
2.7000,1.1555,0.5173,223.38,39.00,4.19
2.7333,1.1887,0.5323,223.34,37.00,4.33
2.7667,1.1061,0.4953,223.32,36.00,4.34
2.8000,1.0265,0.4596,223.35,32.00,4.17
2.8333,0.9451,0.4231,223.38,30.00,3.91
2.8667,0.9478,0.4243,223.37,28.00,4.06
2.9000,0.9739,0.4360,223.38,29.00,4.30
2.9333,0.9308,0.4166,223.41,28.00,4.00
2.9667,0.8801,0.3940,223.41,26.00,4.02
3.0000,0.9661,0.4325,223.36,28.00,4.18
3.0333,0.9016,0.4036,223.35,25.00,4.06
3.0667,0.9796,0.4385,223.41,30.00,4.10
3.1000,0.9951,0.4454,223.44,31.00,3.96
3.1333,1.1101,0.4969,223.41,37.00,3.82
3.1667,1.1637,0.5209,223.40,39.00,4.06
3.2000,1.3360,0.5979,223.45,45.00,4.13
3.2333,1.5124,0.6767,223.49,47.00,4.76
3.2667,1.5607,0.6978,223.67,47.00,4.98
3.3000,1.5678,0.6992,224.24,47.00,5.47
3.3333,1.2751,0.5666,225.07,37.00,5.50
3.3667,0.7197,0.3189,225.67,15.00,4.55
3.4000,0.3406,0.1508,225.85,6.00,1.39
3.4333,0.3415,0.1512,225.86,6.00,1.62
3.4667,0.2905,0.1286,225.88,5.00,1.19
3.5000,0.3555,0.1574,225.87,7.00,1.73
3.5333,0.3651,0.1617,225.82,7.00,1.85
3.5667,0.3428,0.1518,225.78,6.00,1.57
3.6000,0.2956,0.1309,225.78,6.00,1.37
3.6333,0.3546,0.1571,225.75,7.00,1.77
3.6667,0.3261,0.1445,225.72,6.00,1.34
3.7000,0.3357,0.1487,225.71,6.00,1.56
3.7333,0.3310,0.1466,225.71,8.00,1.66
3.7667,0.3434,0.1522,225.67,6.00,1.67
3.8000,0.3343,0.1482,225.63,7.00,1.59
3.8333,0.3037,0.1346,225.60,6.00,1.44
3.8667,0.2819,0.1250,225.58,5.00,1.36
3.9000,0.3036,0.1346,225.56,6.00,1.44
3.9333,0.2830,0.1255,225.52,5.00,1.24
3.9667,0.3291,0.1460,225.50,6.00,1.69
4.0000,0.3187,0.1414,225.46,7.00,1.75
4.0333,0.3357,0.1489,225.41,6.00,1.60
4.0667,0.2912,0.1292,225.37,6.00,1.48
4.1000,0.2626,0.1165,225.35,5.00,1.11
4.1333,0.2497,0.1108,225.34,5.00,1.12
4.1667,0.2614,0.1160,225.32,5.00,1.19
4.2000,0.4349,0.1931,225.20,12.00,2.29
4.2333,0.3251,0.1445,225.06,7.00,1.74
4.2667,0.3033,0.1348,225.00,7.00,1.71
4.3000,0.2993,0.1331,224.93,6.00,1.56
4.3333,0.3078,0.1369,224.85,6.00,1.51
4.3667,0.2747,0.1222,224.80,5.00,1.26
4.4000,0.2616,0.1164,224.78,5.00,1.25
4.4333,0.2663,0.1185,224.74,5.00,1.26
4.4667,0.2816,0.1253,224.69,6.00,1.27
4.5000,0.2622,0.1167,224.66,5.00,1.30
4.5333,0.2570,0.1144,224.65,6.00,1.31
4.5667,0.2456,0.1094,224.63,5.00,1.19
4.6000,0.2714,0.1209,224.59,5.00,1.19
4.6333,0.2459,0.1095,224.57,5.00,1.25
4.6667,0.2455,0.1093,224.57,5.00,1.23
4.7000,0.2579,0.1149,224.56,6.00,1.36
4.7333,0.2683,0.1195,224.53,6.00,1.25
4.7667,0.2409,0.1073,224.50,6.00,1.35
4.8000,0.4112,0.1832,224.48,8.00,1.81
4.8333,0.2645,0.1178,224.49,7.00,1.32
4.8667,0.2686,0.1197,224.49,7.00,1.33
4.9000,0.2728,0.1215,224.48,7.00,1.40
4.9333,0.3121,0.1391,224.44,7.00,1.38
4.9667,0.3214,0.1432,224.43,9.00,1.52
5.0000,0.3568,0.1590,224.46,10.00,1.58
5.0333,0.3345,0.1490,224.47,10.00,1.49
5.0667,0.4614,0.2056,224.44,11.00,1.58
5.1000,0.4250,0.1894,224.42,12.00,1.66
5.1333,0.6114,0.2723,224.52,20.00,2.18
5.1667,0.5956,0.2650,224.78,20.00,2.08
5.2000,0.5569,0.2474,225.07,16.00,2.06
5.2333,0.4327,0.1920,225.38,15.00,2.19
5.2667,0.4523,0.2004,225.70,15.00,2.52
5.3000,0.1537,0.0681,225.82,2.00,0.47
5.3333,0.1677,0.0743,225.78,2.00,0.44
5.3667,0.1457,0.0646,225.76,2.00,0.46
5.4000,0.1443,0.0639,225.76,2.00,0.38
5.4333,0.1348,0.0597,225.74,2.00,0.40
5.4667,0.1592,0.0706,225.70,2.00,0.33
5.5000,0.1422,0.0630,225.69,2.00,0.38
5.5333,0.2572,0.1140,225.64,5.00,1.07
5.5667,0.3259,0.1445,225.50,6.00,1.14
5.6000,0.3548,0.1574,225.38,6.00,1.11
5.6333,0.3710,0.1647,225.33,6.00,1.18
5.6667,0.3453,0.1533,225.30,5.00,1.06
5.7000,0.3687,0.1637,225.26,6.00,1.09
5.7333,0.4886,0.2170,225.19,7.00,1.15
5.7667,0.5528,0.2455,225.14,8.00,1.36
5.8000,0.4062,0.1804,225.13,7.00,1.29
5.8333,0.3280,0.1457,225.12,6.00,1.24
5.8667,0.3511,0.1560,225.10,6.00,1.37
5.9000,0.3345,0.1486,225.09,6.00,1.40
5.9333,0.3408,0.1514,225.08,7.00,1.59
5.9667,0.3674,0.1632,225.06,9.00,1.89
6.0000,0.4492,0.1996,225.03,12.00,2.05
6.0333,0.5337,0.2372,225.03,14.00,2.27
6.0667,0.6490,0.2884,225.05,18.00,2.74
6.1000,0.7700,0.3422,225.04,22.00,2.55
6.1333,0.9218,0.4096,225.03,30.00,2.57
6.1667,1.1158,0.4958,225.04,35.00,2.92
6.2000,1.2539,0.5571,225.07,43.01,2.84
6.2333,1.3499,0.5998,225.05,46.00,3.13
6.2667,1.4645,0.6509,225.01,50.00,3.60
6.3000,1.4267,0.6342,224.98,49.00,3.56
6.3333,1.5341,0.6819,224.96,55.00,3.63
6.3667,1.6026,0.7125,224.91,56.00,3.79
6.4000,1.7748,0.7893,224.86,67.00,3.77
6.4333,1.6752,0.7450,224.86,62.00,3.49
6.4667,1.4907,0.6630,224.85,51.00,3.72
6.5000,1.3075,0.5815,224.84,44.00,3.73
6.5333,1.2921,0.5750,224.72,41.00,4.00
6.5667,1.1780,0.5246,224.58,34.00,4.56
6.6000,1.3528,0.6025,224.52,45.00,4.03
6.6333,1.7055,0.7599,224.44,61.00,4.35
6.6667,1.8144,0.8087,224.37,66.00,4.28
6.7000,1.8628,0.8303,224.36,68.00,4.27
6.7333,1.7552,0.7819,224.48,60.00,4.47
6.7667,1.5829,0.7047,224.63,46.00,4.44
6.8000,1.4476,0.6440,224.76,33.00,4.04
6.8333,1.3915,0.6186,224.92,31.00,4.15
6.8667,1.2449,0.5531,225.09,26.00,3.88
6.9000,1.0956,0.4866,225.17,24.00,2.40
6.9333,1.2134,0.5389,225.16,26.00,2.26
6.9667,0.9936,0.4413,225.16,19.00,2.18
7.0000,1.2358,0.5487,225.23,23.00,2.75
7.0333,1.1896,0.5280,225.29,23.00,2.72
7.0667,1.0909,0.4842,225.31,22.00,2.78
7.1000,1.1437,0.5075,225.36,23.00,2.90
7.1333,1.0090,0.4476,225.41,23.00,2.86
7.1667,0.9634,0.4273,225.44,22.00,2.70
7.2000,0.9647,0.4279,225.45,22.00,2.62
7.2333,0.9497,0.4212,225.46,21.00,2.33
7.2667,0.9810,0.4351,225.48,21.00,2.44
7.3000,0.9927,0.4403,225.48,21.00,2.43
7.3333,0.9752,0.4325,225.47,20.00,2.26
7.3667,0.9082,0.4028,225.47,19.00,2.22
7.4000,0.8736,0.3874,225.48,18.00,2.01
7.4333,0.8382,0.3718,225.48,16.00,2.17
7.4667,0.8016,0.3555,225.47,16.00,1.99
7.5000,0.7714,0.3421,225.47,15.00,1.93
7.5333,0.7333,0.3252,225.49,13.00,1.86
7.5667,0.6795,0.3014,225.49,13.00,1.90
7.6000,0.6419,0.2847,225.49,12.00,1.76
7.6333,0.6314,0.2800,225.50,11.00,1.74
7.6667,0.5750,0.2549,225.53,10.00,1.75
7.7000,0.5309,0.2354,225.54,9.00,1.58
7.7333,0.5237,0.2322,225.52,9.00,1.60
7.7667,0.5363,0.2378,225.50,9.00,1.70
7.8000,0.4549,0.2017,225.53,8.00,1.52
7.8333,0.4542,0.2014,225.54,8.00,1.50
7.8667,0.4601,0.2040,225.52,7.01,1.57
7.9000,0.4386,0.1945,225.51,7.00,1.43
7.9333,0.4069,0.1804,225.53,7.00,1.40
7.9667,0.3866,0.1714,225.54,8.00,1.34
8.0000,0.4044,0.1793,225.52,7.00,1.45
8.0333,0.4010,0.1778,225.51,7.00,1.36
8.0667,0.3799,0.1684,225.53,8.00,1.41
8.1000,0.3208,0.1422,225.53,7.00,1.38
8.1333,0.3021,0.1339,225.51,6.00,1.17
8.1667,0.4030,0.1787,225.54,8.00,1.88
8.2000,0.4419,0.1958,225.66,8.01,1.91
8.2333,0.5132,0.2273,225.76,10.00,1.99
8.2667,0.6514,0.2884,225.83,15.00,2.21
8.3000,0.5391,0.2387,225.88,6.00,1.32
8.3333,0.4769,0.2111,225.92,6.00,1.26
8.3667,0.3990,0.1765,225.98,6.00,1.20
8.4000,0.4691,0.2076,226.00,7.00,1.58
8.4333,0.4914,0.2174,225.99,7.00,1.37
8.4667,0.5039,0.2229,226.01,8.00,1.50
8.5000,0.6702,0.2966,225.96,9.00,1.90
8.5333,0.7841,0.3471,225.89,13.00,1.75
8.5667,0.8043,0.3561,225.90,14.00,1.81
8.6000,0.7528,0.3332,225.93,14.00,1.78
8.6333,0.8009,0.3545,225.96,18.00,1.92
8.6667,0.8566,0.3791,225.96,21.00,2.04
8.7000,0.9831,0.4351,225.94,28.00,2.11
8.7333,1.0246,0.4534,225.97,28.01,2.29
8.7667,1.1703,0.5179,225.96,39.00,2.31
8.8000,1.2801,0.5667,225.88,40.00,2.58
8.8333,1.0984,0.4864,225.83,30.00,2.43
8.8667,1.0111,0.4478,225.82,26.00,2.26
8.9000,1.0142,0.4492,225.77,26.00,2.34
8.9333,1.0292,0.4559,225.74,24.00,2.13
8.9667,1.0472,0.4639,225.74,24.00,2.11
9.0000,1.0326,0.4574,225.76,22.00,2.22
9.0333,1.1606,0.5142,225.72,28.01,2.27
9.0667,1.2389,0.5490,225.65,31.00,2.36
9.1000,1.1689,0.5180,225.66,30.00,2.37
9.1333,1.1222,0.4973,225.67,29.00,2.24
9.1667,1.1745,0.5204,225.67,32.00,2.39
9.2000,1.2241,0.5425,225.65,31.00,2.40
9.2333,1.1923,0.5284,225.63,29.00,2.19
9.2667,1.2243,0.5425,225.65,30.00,2.39
9.3000,1.3481,0.5975,225.60,36.00,2.46
9.3333,1.3615,0.6036,225.56,38.00,2.53
9.3667,1.3519,0.5993,225.60,36.00,2.53
9.4000,1.3491,0.5980,225.61,36.00,2.41
9.4333,1.3774,0.6106,225.59,37.01,2.49
9.4667,1.4275,0.6329,225.55,35.00,2.67
9.5000,1.4238,0.6313,225.54,37.00,2.38
9.5333,1.4122,0.6261,225.55,35.00,2.41
9.5667,1.4660,0.6501,225.51,44.00,2.52
9.6000,1.5399,0.6830,225.45,46.00,2.85
9.6333,1.5729,0.6978,225.42,47.00,2.59
9.6667,1.5769,0.6996,225.42,50.00,2.63
9.7000,1.5873,0.7042,225.40,51.00,2.59
9.7333,1.6038,0.7116,225.37,52.00,2.57
9.7667,1.5814,0.7018,225.34,49.01,2.53
9.8000,1.6606,0.7369,225.34,53.00,2.60
9.8333,1.6262,0.7216,225.36,57.01,2.43
9.8667,1.5762,0.6994,225.37,55.01,2.46
9.9000,1.5725,0.6977,225.37,49.00,2.47
9.9333,1.5686,0.6961,225.35,50.01,2.43
9.9667,1.6044,0.7119,225.36,50.00,2.37
10.0000,1.5656,0.6946,225.38,53.00,2.34
10.0333,1.6219,0.7196,225.38,58.00,2.38
10.0667,1.6139,0.7161,225.36,54.00,2.42
10.1000,1.5819,0.7019,225.36,49.00,2.26
10.1333,1.5440,0.6850,225.39,45.00,2.27
10.1667,1.5370,0.6819,225.41,47.01,2.28
10.2000,1.5674,0.6954,225.39,54.00,2.43
10.2333,1.6058,0.7124,225.40,49.01,2.42
10.2667,1.5971,0.7085,225.42,54.00,2.64
10.3000,1.5638,0.6938,225.41,52.00,2.52
10.3333,1.5183,0.6736,225.41,56.00,2.19
10.3667,1.5138,0.6715,225.44,50.00,2.36
10.4000,1.4538,0.6448,225.46,44.00,2.33
10.4333,1.4618,0.6483,225.47,46.00,2.32
10.4667,1.4536,0.6447,225.45,44.00,2.28
10.5000,1.5434,0.6845,225.46,49.00,2.34
10.5333,1.4908,0.6611,225.50,49.00,2.27
10.5667,1.4712,0.6524,225.51,46.00,2.25
10.6000,1.4588,0.6469,225.50,47.00,2.31
10.6333,1.4849,0.6585,225.49,44.00,2.33
10.6667,1.4486,0.6423,225.52,42.00,2.38
10.7000,1.4528,0.6442,225.52,43.00,2.36
10.7333,1.4679,0.6510,225.48,42.00,2.36
10.7667,1.5335,0.6802,225.46,47.00,2.45
10.8000,1.5211,0.6746,225.47,47.00,2.42
10.8333,1.5512,0.6880,225.46,47.00,2.70
10.8667,1.5453,0.6854,225.45,49.00,2.48
10.9000,1.5440,0.6849,225.45,48.00,2.69
10.9333,1.4893,0.6606,225.45,42.00,2.80
10.9667,1.4948,0.6630,225.46,44.00,2.85
11.0000,1.5681,0.6956,225.43,43.00,3.59
11.0333,1.6321,0.7242,225.38,45.00,3.92
11.0667,1.6340,0.7250,225.37,49.00,3.52
11.1000,1.6779,0.7446,225.35,50.00,3.95
11.1333,1.6829,0.7469,225.33,48.00,3.87
11.1667,1.7461,0.7750,225.32,51.00,4.47
11.2000,1.6920,0.7510,225.31,52.00,3.90
11.2333,1.7684,0.7849,225.31,50.00,4.60
11.2667,1.7809,0.7903,225.33,52.00,4.24
11.3000,1.8764,0.8327,225.34,56.00,4.78
11.3333,1.8913,0.8393,225.34,57.01,4.43
11.3667,1.9886,0.8826,225.32,62.00,4.98
11.4000,1.9927,0.8845,225.30,60.00,5.14
11.4333,1.9778,0.8780,225.27,59.00,5.27
11.4667,2.0754,0.9215,225.22,64.01,5.55
11.5000,2.4067,1.0692,225.09,71.01,6.58
11.5333,2.7462,1.2213,224.87,77.00,7.95
11.5667,3.2451,1.4453,224.53,93.00,8.42
11.6000,4.3482,1.9420,223.90,119.00,10.10
11.6333,5.2913,2.3704,223.22,134.01,11.55
11.6667,5.3283,2.3888,223.05,137.00,10.49
11.7000,4.6809,2.0977,223.14,137.00,9.09
11.7333,4.1392,1.8549,223.14,135.00,8.33
11.7667,3.7037,1.6597,223.15,118.00,7.99
11.8000,3.4062,1.5263,223.17,111.00,7.07
11.8333,3.0637,1.3725,223.22,95.01,6.63
11.8667,2.6691,1.1953,223.30,79.00,6.14
11.9000,2.7953,1.2515,223.35,85.00,6.44
11.9333,2.5809,1.1554,223.37,74.00,6.00
11.9667,2.5163,1.1263,223.41,74.00,5.67
12.0000,2.4060,1.0766,223.47,68.00,5.59
12.0333,2.2747,1.0178,223.49,60.00,5.67
12.0667,2.0521,0.9182,223.50,53.00,4.85
12.1000,2.1226,0.9496,223.52,61.00,5.28
12.1333,1.9154,0.8567,223.56,52.00,4.59
12.1667,1.7775,0.7950,223.59,47.00,4.49
12.2000,1.7593,0.7867,223.62,45.00,4.60
12.2333,1.6894,0.7553,223.66,45.00,4.27
12.2667,1.6578,0.7412,223.66,42.00,4.16
12.3000,1.6598,0.7422,223.64,46.00,4.22
12.3333,1.6948,0.7580,223.59,44.01,4.45
12.3667,1.5842,0.7086,223.56,40.00,3.97
12.4000,1.5698,0.7021,223.57,41.00,4.11
12.4333,1.5141,0.6772,223.60,38.00,4.14
12.4667,1.4544,0.6504,223.63,38.00,3.86
12.5000,1.4606,0.6530,223.66,38.00,3.84
12.5333,1.3756,0.6150,223.67,35.01,3.51
12.5667,1.3966,0.6245,223.65,35.00,3.82
12.6000,1.3689,0.6123,223.59,37.00,3.66
12.6333,1.3873,0.6207,223.52,41.00,3.42
12.6667,1.4774,0.6611,223.48,43.00,3.83
12.7000,1.3968,0.6250,223.50,40.00,3.63
12.7333,1.3372,0.5982,223.54,34.01,3.75
12.7667,1.2904,0.5772,223.59,33.00,3.55
12.8000,1.2714,0.5686,223.60,33.00,3.64
12.8333,1.2371,0.5533,223.59,31.00,3.56
12.8667,1.2276,0.5490,223.59,30.00,3.66
12.9000,1.1868,0.5308,223.60,30.00,3.40
12.9333,1.1695,0.5229,223.63,30.00,3.35
12.9667,1.1281,0.5044,223.66,29.00,3.27
13.0000,1.0919,0.4881,223.68,24.00,3.11
13.0333,0.9654,0.4315,223.71,19.00,3.04
13.0667,0.9334,0.4171,223.76,19.00,3.08
13.1000,0.9548,0.4267,223.77,20.00,3.23
13.1333,0.9379,0.4192,223.74,17.00,2.94
13.1667,0.8878,0.3968,223.76,18.00,2.85
13.2000,0.8493,0.3795,223.80,16.00,2.81
13.2333,0.8076,0.3608,223.85,16.00,2.68
13.2667,0.7415,0.3312,223.88,13.00,2.80
13.3000,0.6489,0.2898,223.90,11.00,2.27
13.3333,0.6321,0.2823,223.93,11.00,2.37
13.3667,0.6316,0.2820,223.94,10.00,2.45
13.4000,0.5774,0.2578,223.95,10.00,2.07
13.4333,0.5491,0.2452,223.97,9.00,2.02
13.4667,0.5010,0.2237,224.00,9.00,1.85
13.5000,0.4764,0.2126,224.04,9.00,2.14
13.5333,0.3634,0.1622,224.07,7.00,1.59
13.5667,0.3663,0.1634,224.11,7.00,1.53
13.6000,0.3335,0.1488,224.13,6.00,1.48
13.6333,0.3238,0.1445,224.15,6.00,1.48
13.6667,0.3238,0.1444,224.14,6.00,1.45
13.7000,0.3044,0.1358,224.14,6.00,1.47
13.7333,0.2719,0.1213,224.16,5.00,1.21
13.7667,2.8126,1.2535,224.38,99.00,5.35
13.8000,0.9037,0.4022,224.71,25.00,2.40
13.8333,0.4917,0.2186,224.88,10.00,1.85
13.8667,0.3757,0.1670,224.96,8.00,1.65
13.9000,0.3790,0.1684,225.00,7.00,1.68
13.9333,0.3588,0.1595,225.01,7.00,1.62
13.9667,0.3317,0.1474,225.02,6.00,1.62
14.0000,0.3064,0.1361,225.05,6.00,1.36
14.0333,0.2993,0.1330,225.08,5.00,1.24
14.0667,0.2943,0.1308,225.09,6.00,1.32
14.1000,0.3315,0.1472,225.12,6.00,1.45
14.1333,0.3648,0.1620,225.18,7.00,1.57
14.1667,2.6942,1.2014,224.25,101.00,3.67
14.2000,1.1960,0.5353,223.40,31.00,2.56
14.2333,0.7930,0.3547,223.57,18.01,2.28
14.2667,0.6355,0.2841,223.70,14.00,2.14
14.3000,0.5040,0.2252,223.79,11.00,1.81
14.3333,0.4888,0.2184,223.83,9.00,1.78
14.3667,0.4034,0.1802,223.87,8.00,1.59
14.4000,0.3501,0.1563,223.94,7.00,1.54
14.4333,0.3214,0.1435,223.98,6.00,1.43
14.4667,0.3206,0.1431,224.00,6.00,1.33
14.5000,0.2632,0.1175,224.03,5.00,1.16
14.5333,0.2755,0.1230,224.07,6.00,1.25
14.5667,0.2406,0.1074,224.09,5.00,1.02
14.6000,0.2672,0.1193,224.09,5.00,1.02
14.6333,0.2268,0.1012,224.11,4.00,0.99
